Data Point Used in Publication,Time stamp,Year,Day number,Month,Day of month,Hour,GHI [W/m2],DNI [W/m2],DHI [W/m2],Sun azimuth (deg),Sun zenith (deg),Tracker Angle [deg],Air Mass,Temperature (C),windspeed [m/s],Bifacial energy yield NOCT [Wh],Bifacial energy yield Faiman [Wh],Bifacial energy yield Sandia [Wh],"Average POA rear irradiance, NOC, no IAM [W/m2]","Average POA rear irradiance, with IAM [W/m2]",Bifacial energy yield NOCT [Wh],Bifacial energy yield Faiman [Wh],Bifacial energy yield Sandia [Wh],"Average POA rear irradiance, no IAM [W/m2]","Average POA rear irradiance, with IAM [W/m2]",Bifacial energy yield NOCT [Wh],Bifacial energy yield Faiman [Wh],Bifacial energy yield Sandia [Wh],"Average POA rear irradiance, no IAM [W/m2]","Average POA rear irradiance, with IAM [W/m2]",Bifacial energy yield NOCT [Wh],Bifacial energy yield Faiman [Wh],Bifacial energy yield Sandia [Wh],"Average POA rear irradiance, no IAM [W/m2]","Average POA rear irradiance, with IAM [W/m2]","Average POA rear irradiance , no IAM [W/m2]","Average POA rear irradiance , no IAM [W/m2]"
0,224,2020,10,1,10,8.5,0.4,0.2,0.3,51.24469064,91.58901073,25,40,6.8,0.3,0.064309809,0.0643096,0.064309753,0.029243174,0.027512393,0.067832431,0.067832199,0.067832368,0.035412414,0.032658959,0.06438183,0.06438162,0.064381774,0.029316391,0.027581573,0.067879581,0.067879348,0.067879518,0.035503315,0.032744316,0.037989997,0.037039949
1,225,2020,10,1,10,9.5,5.1,0.2,5.2,38.69139362,85.61735008,25,11.45926193,7.1,0.6,1.287337158,1.287295487,1.287339173,0.495430459,0.46755004,1.355486511,1.355440592,1.355488734,0.581526262,0.540896333,1.288171945,1.288130226,1.288173964,0.494268436,0.466402812,1.35598133,1.355935425,1.355983553,0.580980015,0.540306202,0.62487178,0.608818656
1,226,2020,10,1,10,10.5,13.1,0.2,13.2,25.4512509,81.12723366,25,6.238747441,7.1,0.6,3.409402335,3.409142977,3.409414888,1.252908182,1.182308345,3.570246043,3.569962501,3.570259765,1.471776916,1.368716594,3.412625024,3.412365113,3.412637604,1.255747078,1.185003418,3.572397475,3.572113427,3.57241123,1.475454243,1.372168247,1.587761185,1.54689097
1,227,2020,10,1,10,11.5,37.5,0.2,37.6,11.59813101,78.43711788,25,4.876699223,6.9,1,10.27442555,10.27334134,10.27565534,3.542606891,3.344130043,10.73273552,10.73155655,10.73407249,4.127411797,3.839378146,10.28334159,10.28225578,10.2845727,3.549966402,3.3510791,10.73890657,10.73772616,10.74024553,4.137171652,3.848501884,4.467225828,4.352100298
1,228,2020,10,1,10,12.5,23.8,0.2,23.9,-2.586526636,77.76743959,25,4.624901704,6.9,1.2,6.346151969,6.345908436,6.346870187,2.265960371,2.138414663,6.62388714,6.623622273,6.624668117,2.659222878,2.473155887,6.351717586,6.351473231,6.35243762,2.270983983,2.143138203,6.627738528,6.627473382,6.62851997,2.665672333,2.479181207,2.870362479,2.796110958
1,229,2020,10,1,10,13.5,24.4,0.1,24.4,-16.69630541,79.17703936,25,5.18878232,6.4,0.9,6.504189297,6.503631905,6.504588179,2.311630468,2.181510638,6.78330714,6.782702591,6.783739601,2.710482995,2.520547248,6.509791513,6.509233442,6.51019077,2.316851724,2.186402532,6.787237997,6.786632368,6.787671187,2.717075273,2.526698495,2.926818274,2.851062112
0,230,2020,10,1,10,14.5,21.6,0.1,21.7,-30.35424133,82.54360036,25,7.305184168,5.6,1.6,5.804458268,5.804567715,5.805424337,2.052234646,1.936730481,6.063161515,6.063280497,6.064211426,2.401937582,2.233149232,5.809862459,5.809972095,5.810830431,2.057761737,1.941905259,6.066907019,6.067026112,6.067959099,2.408664916,2.239444711,2.596041291,2.529486459
0,231,2020,10,1,10,15.5,13.3,0.1,13.3,-43.34920527,87.60297421,25,17.50319361,5.2,0.6,3.532186978,3.531914913,3.532200145,1.251525874,1.181184029,3.698299209,3.69800208,3.698313582,1.458325384,1.355317446,3.537858151,3.537585373,3.537871354,1.257166088,1.186491648,3.701281208,3.700983451,3.701295584,1.464532289,1.361177705,1.58090548,1.541766846
0,232,2020,10,1,10,16.5,0,0,0,-55.68423875,94.01832221,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,233,2020,10,1,10,17.5,0,0,0,-67.55226501,101.4376156,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,234,2020,10,1,10,18.5,0,0,0,-79.29823918,109.5186974,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,235,2020,10,1,10,19.5,0,0,0,-91.41138513,117.9214561,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,236,2020,10,1,10,20.5,0,0,0,-104.5619134,126.2704159,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,237,2020,10,1,10,21.5,0,0,0,-119.662318,134.0842982,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,238,2020,10,1,10,22.5,0,0,0,-137.8255192,140.670935,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,239,2020,10,1,10,23.5,0,0,0,-159.7949751,145.0546199,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,240,2020,11,1,11,0.5,0,0,0,175.5303587,146.212049,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,241,2020,11,1,11,1.5,0,0,0,151.5271298,143.7982983,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,242,2020,11,1,11,2.5,0,0,0,130.9353595,138.4916959,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,243,2020,11,1,11,3.5,0,0,0,114.0035493,131.3609326,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,244,2020,11,1,11,4.5,0,0,0,99.72860542,123.281623,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,245,2020,11,1,11,5.5,0,0,0,87.04517502,114.8565358,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,246,2020,11,1,11,6.5,0,0,0,75.1332248,106.5181212,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,247,2020,11,1,11,7.5,0,0,0,63.39382803,98.62270409,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,248,2020,11,1,11,8.5,5.2,4.5,5.1,51.39050509,91.50831611,25,40,3.9,2.2,1.281069402,1.281101384,1.281155465,0.497133962,0.467710676,1.350106883,1.350142206,1.350202029,0.602011032,0.55520231,1.282498063,1.282530097,1.282584323,0.498378641,0.468886733,1.351049547,1.351085026,1.351145012,0.603556347,0.55665338,0.645829943,0.629679127
1,249,2020,11,1,11,9.5,25.8,9.2,24.7,38.82843376,85.5216788,25,11.26506097,4,2.4,7.462125845,7.463221876,7.464747538,2.577035294,2.408552056,9.567335465,9.56910399,9.571540844,3.317770504,2.983722711,7.403480716,7.404561049,7.406057296,2.398076238,2.23569733,9.535509626,9.537252593,9.539670491,3.151414911,2.821803594,3.386784303,3.29418766
1,250,2020,11,1,11,10.5,49.3,12,47.7,25.57635015,81.01493408,25,6.167082323,4.5,2.7,13.88141833,13.88612046,13.89137693,4.466967797,4.219632996,16.07635182,16.08252734,16.08943116,5.116806042,4.762437676,13.88934271,13.89405113,13.89930756,4.463729353,4.216860675,16.0807612,16.08694017,16.09384642,5.113194369,4.759020604,5.565632951,5.418957966
1,251,2020,11,1,11,11.5,66.1,0.9,66,11.70679237,78.30820107,25,4.826116388,5.2,3,19.20406196,19.21474528,19.2249408,6.090777957,5.755512023,20.22991495,20.24172208,20.2529956,6.94317679,6.466534704,19.21908808,19.22978653,19.2399985,6.100069486,5.764291419,20.24032737,20.25214984,20.26343252,6.95672105,6.479122348,7.574288897,7.379442015
1,252,2020,11,1,11,12.5,78.7,0.3,78.7,-2.498619601,77.6237948,25,4.574248381,6,4.7,23.19169434,23.22179701,23.24037571,7.199930595,6.806189288,24.41377828,24.44700792,24.46752154,8.144726674,7.588311538,23.21512449,23.24528692,23.26390377,7.219987454,6.825077999,24.42906103,24.4623362,24.48287796,8.169701901,7.611726259,8.914571545,8.691506557
1,253,2020,11,1,11,13.5,66.5,0.4,66.4,-16.63151864,79.02203378,25,5.120154205,6.2,5.1,19.30430048,19.32780166,19.34159585,6.104197255,5.768792167,20.31614458,20.34207365,20.35729359,6.943228631,6.466195807,19.3287642,19.35232597,19.36615483,6.129009662,5.792139405,20.33141278,20.35738289,20.37262674,6.972000701,6.493297683,7.58785463,7.402947395
0,254,2020,11,1,11,14.5,32.7,0.2,32.7,-30.31214058,82.38113336,25,7.165245493,6.1,5.2,8.999792086,9.005458791,9.008749353,3.06561165,2.89429726,9.428637897,9.43483438,9.438433258,3.556383143,3.307819318,9.010227078,9.015907535,9.019206188,3.076957377,2.90494062,9.435432798,9.44163853,9.445240746,3.569504838,3.320159254,3.858179411,3.762055019
0,255,2020,11,1,11,15.5,7.8,0.2,7.9,-43.32708567,87.43650261,25,16.79101268,6,5.5,2.013343537,2.013704066,2.013907401,0.749465882,0.7071079,2.10738157,2.107774661,2.107996255,0.880199667,0.817991284,2.016887075,2.017248818,2.017452923,0.752575767,0.710061546,2.108854248,2.109248073,2.109470225,0.88353926,0.821156609,0.95142256,0.926754912
0,256,2020,11,1,11,16.5,0.8,0.2,0.8,-55.67830904,93.85030458,25,40,6,5.6,0.181584236,0.181588294,0.181590562,0.077981798,0.07336638,0.191475907,0.191480395,0.191482905,0.094433103,0.087090558,0.181787295,0.181791361,0.181793634,0.078177042,0.07355086,0.191609182,0.191613688,0.191616205,0.094675505,0.087318177,0.101306658,0.098773196
0,257,2020,11,1,11,17.5,0,0,0,-67.55854452,101.2694166,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,258,2020,11,1,11,18.5,0,0,0,-79.31275174,109.3507524,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,259,2020,11,1,11,19.5,0,0,0,-91.42957357,117.7535328,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,260,2020,11,1,11,20.5,0,0,0,-104.57708,126.1019782,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,261,2020,11,1,11,21.5,0,0,0,-119.6626277,133.915226,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,262,2020,11,1,11,22.5,0,0,0,-137.7900828,140.5031742,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,263,2020,11,1,11,23.5,0,0,0,-159.6963833,144.8948934,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,264,2020,12,1,12,0.5,0,0,0,175.7016751,146.0718027,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,265,2020,12,1,12,1.5,0,0,0,151.7414657,143.6852723,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,266,2020,12,1,12,2.5,0,0,0,131.1543827,138.403363,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,267,2020,12,1,12,3.5,0,0,0,114.2090318,131.2890895,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,268,2020,12,1,12,4.5,0,0,0,99.91760682,123.2179361,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,269,2020,12,1,12,5.5,0,0,0,87.22014616,114.7941988,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,270,2020,12,1,12,6.5,0,0,0,75.29731785,106.4517055,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,271,2020,12,1,12,7.5,0,0,0,63.54924758,98.54775132,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,272,2020,12,1,12,8.5,3.3,0.2,3.4,51.53786029,91.42113211,25,40,7,4.3,0.824940775,0.824991273,0.825024499,0.331422642,0.311807117,0.869601585,0.869657456,0.869694216,0.401340688,0.370134873,0.825861664,0.825912264,0.825945553,0.332252427,0.312591155,0.870207832,0.87026387,0.870300706,0.402370898,0.371102253,0.430553295,0.419786085
1,273,2020,12,1,12,9.5,12.5,0.2,12.7,38.96638137,85.41942802,25,11.06416925,7,4.1,3.292686143,3.293321667,3.293755722,1.206250129,1.138210327,3.450892968,3.451588,3.452062937,1.41434076,1.314668517,3.295151497,3.295787947,3.296222735,1.206278898,1.138191283,3.452528899,3.453225329,3.453700196,1.415519526,1.315686525,1.524640937,1.485237053
1,274,2020,12,1,12,10.5,22.6,0.2,22.7,25.70156075,80.89601562,25,6.092932943,7,3.9,6.031428541,6.033279918,6.034600343,2.150546127,2.029441167,6.305632421,6.307649328,6.309088382,2.519607345,2.342730278,6.036823957,6.038678257,6.040000871,2.155046089,2.033707671,6.309319859,6.311339229,6.312779945,2.525581372,2.34832615,2.721229343,2.651052176
1,275,2020,12,1,12,11.5,29.5,0.2,29.5,11.81462385,78.17272747,25,4.774079221,7.1,3.9,7.921083885,7.924182929,7.926391901,2.791773107,2.634782741,8.269175836,8.272545048,8.274945381,3.268748293,3.039942044,7.928132009,7.93123679,7.933449787,2.797864178,2.640533611,8.274022928,8.27739509,8.279798655,3.276708473,3.047390296,3.531378613,3.440288663
1,276,2020,12,1,12,12.5,42.3,0.2,42.4,-2.412552786,77.47379278,25,4.522529185,7,3.5,11.65427663,11.659738,11.66406662,3.988870507,3.765766612,12.17107131,12.17701209,12.1817193,4.640976252,4.317793019,11.66480468,11.67027684,11.67461242,3.99820093,3.774544084,12.17828776,12.18423297,12.18894857,4.652861613,4.328907453,5.025963454,4.896861354
1,277,2020,12,1,12,13.5,35.5,0.2,35.6,-16.56953477,78.86100828,25,5.050748004,7,3.6,9.695305281,9.699333773,9.702434355,3.35574301,3.167615806,10.12892258,10.13330527,10.13668019,3.912918402,3.639547545,9.704352801,9.7083887,9.711494998,3.364329454,3.175668903,10.13509592,10.13948672,10.14286341,3.923517584,3.649460292,4.23459498,4.126023935
0,278,2020,12,1,12,14.5,14.8,0.2,14.8,-30.27365824,82.21308041,25,7.025862318,6.7,3,3.85382726,3.854348937,3.85484687,1.404617126,1.325420168,4.035090594,4.035660001,4.036203927,1.649838552,1.533979288,3.857057588,3.857580109,3.858078906,1.408033467,1.32861167,4.037429942,4.038000978,4.038545582,1.654136461,1.537991898,1.78027735,1.7342776
0,279,2020,12,1,12,15.5,7.8,0.2,7.9,-43.30921892,87.26491044,25,16.10879681,6.5,3,2.007373163,2.007526001,2.007671874,0.749579231,0.707215189,2.1017343,2.101901362,2.10206028,0.880494571,0.81827976,2.011326586,2.011479892,2.011626226,0.75279277,0.71026553,2.103217502,2.103384515,2.10354388,0.88398606,0.821593045,0.951822162,0.92710458
0,280,2020,12,1,12,16.5,0,0,0,-55.67711643,93.67759837,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,281,2020,12,1,12,17.5,0,0,0,-67.56995809,101.0968767,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,282,2020,12,1,12,18.5,0,0,0,-79.33277223,109.1786918,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,283,2020,12,1,12,19.5,0,0,0,-91.45366797,117.5815635,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,284,2020,12,1,12,20.5,0,0,0,-104.5985871,125.9293714,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,285,2020,12,1,12,21.5,0,0,0,-119.6696823,133.7416264,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,286,2020,12,1,12,22.5,0,0,0,-137.7615113,140.3302627,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,287,2020,12,1,12,23.5,0,0,0,-159.6039021,144.7291923,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,288,2020,13,1,13,0.5,0,0,0,175.8690994,145.9248385,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,289,2020,13,1,13,1.5,0,0,0,151.9548748,143.5652178,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,290,2020,13,1,13,2.5,0,0,0,131.3746567,138.3081035,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,291,2020,13,1,13,3.5,0,0,0,114.4167958,131.2105604,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,292,2020,13,1,13,4.5,0,0,0,100.1091949,123.1477641,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,293,2020,13,1,13,5.5,0,0,0,87.39765022,114.7254849,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,294,2020,13,1,13,6.5,0,0,0,75.46370796,106.3789321,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,295,2020,13,1,13,7.5,0,0,0,63.70660534,98.46639337,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,296,2020,13,1,13,8.5,9.8,0.7,9.9,51.68667244,91.32745932,25,40,5,2.7,2.547977507,2.548169929,2.548384988,0.965024751,0.907908959,2.68491144,2.685124463,2.685362388,1.16860965,1.077745661,2.550815714,2.551008512,2.551224102,0.96744089,0.910191893,2.686786031,2.686999247,2.687237375,1.17160938,1.080562443,1.25366989,1.222318305
1,297,2020,13,1,13,9.5,36.4,2.1,36.2,39.10515871,85.31060785,25,10.85758698,5.2,2.5,10.37998529,10.38228383,10.38522613,3.377690982,3.191104996,11.15044088,11.15306668,11.15643071,3.854275993,3.584451522,10.37534501,10.37764067,10.38057933,3.344096838,3.158752535,11.14826329,11.1508886,11.15424942,3.826048829,3.556768706,4.175508823,4.062117058
1,298,2020,13,1,13,10.5,69.8,3.8,69,25.82680908,80.7704982,25,6.016544403,5.5,2.3,20.59133012,20.5982138,20.60868856,6.326370614,5.979858106,22.20397967,22.21193329,22.22403768,7.138451711,6.644695391,20.59811221,20.60499924,20.61547764,6.318564668,5.972524323,22.21000757,22.21796548,22.2300711,7.13404143,6.640152404,7.814375321,7.605237121
1,299,2020,13,1,13,11.5,75.4,0.7,75,11.92155431,78.03072717,25,4.720726998,6.2,2.6,22.0234002,22.03394477,22.04650771,6.879505416,6.502615094,23.21312779,23.22479708,23.2387013,7.796109746,7.262591239,22.03980847,22.05036861,22.0629501,6.888704043,6.511298074,23.22464376,23.23632562,23.25024018,7.810118978,7.275567746,8.523533075,8.30390266
1,300,2020,13,1,13,12.5,66.2,3.8,65.1,-2.32839528,77.31747394,25,4.469868377,6.2,2.2,18.94167344,18.94689946,18.95574521,6.033298668,5.700354538,20.22587096,20.23181645,20.2418704,6.908631602,6.434434948,18.96083414,18.96607257,18.97493422,6.048989338,5.715111748,20.23787175,20.24382201,20.25389161,6.928430183,6.452963617,7.525868944,7.334878539
1,301,2020,13,1,13,13.5,67.4,26.5,61.9,-16.51041949,78.69401338,25,4.980721423,6.2,2.3,20.17039403,20.17729714,20.1878038,5.634425997,5.277673998,28.75130897,28.76426051,28.78397082,6.954829798,6.292928573,20.28919343,20.29617284,20.30680094,5.731207082,5.369690323,28.80035944,28.81336049,28.83314022,7.062407727,6.395466416,7.561231939,7.462211453
0,302,2020,13,1,13,14.5,25.5,0.4,25.5,-30.23885378,82.03950109,25,6.887318815,6.4,1.8,6.867387307,6.867748929,6.86897239,2.408325794,2.273005654,7.207993235,7.208390207,7.209731857,2.813154103,2.61571875,6.874221747,6.874584126,6.875810201,2.415791602,2.279995309,7.212692787,7.213090143,7.214434943,2.822206919,2.624207053,3.043170753,2.966022886
0,303,2020,13,1,13,15.5,7.9,0.1,7.9,-43.29565547,87.08826435,25,15.45631989,6.4,2.2,2.007228531,2.007304729,2.007433631,0.749660203,0.707290064,2.097220563,2.097303372,2.097443579,0.880772196,0.818556862,2.009861553,2.009937919,2.010067176,0.752168304,0.70965779,2.098567152,2.098650014,2.098790395,0.883621199,0.821243444,0.951283509,0.926548708
0,304,2020,13,1,13,16.5,4,0.1,4,-55.68070066,93.50027483,25,40,6.1,2.3,0.982602458,0.982624923,0.982659092,0.38990899,0.366831902,1.035715756,1.035740627,1.035778445,0.472165515,0.435452792,0.983698957,0.983721457,0.983755713,0.390885208,0.3677543,1.036438203,1.036463048,1.03650087,0.473377527,0.436590886,0.506533289,0.493865982
0,305,2020,13,1,13,17.5,0,0,0,-67.58653423,100.9200692,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,306,2020,13,1,13,18.5,0,0,0,-79.35831811,109.0025892,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,307,2020,13,1,13,19.5,0,0,0,-91.48367533,117.405621,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,308,2020,13,1,13,20.5,0,0,0,-104.6264329,125.7526675,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,309,2020,13,1,13,21.5,0,0,0,-119.683477,133.5635708,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,310,2020,13,1,13,22.5,0,0,0,-137.7398155,140.1522722,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,311,2020,13,1,13,23.5,0,0,0,-159.517602,144.5575848,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,312,2020,14,1,14,0.5,0,0,0,176.0324612,145.7712081,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,313,2020,14,1,14,1.5,0,0,0,152.167127,143.4381564,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,314,2020,14,1,14,2.5,0,0,0,131.5959634,138.2059129,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,315,2020,14,1,14,3.5,0,0,0,114.6266615,131.1253275,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,316,2020,14,1,14,4.5,0,0,0,100.3032239,123.0710855,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,317,2020,14,1,14,5.5,0,0,0,87.57756605,114.6503749,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,318,2020,14,1,14,6.5,0,0,0,75.63229101,106.2997875,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,319,2020,14,1,14,7.5,0,0,0,63.86580921,98.3786244,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,320,2020,14,1,14,8.5,1.2,0.2,1.2,51.83685814,91.22730065,25,40,6.5,4.1,0.277296091,0.277302206,0.277306384,0.116972697,0.110049571,0.292378724,0.292385494,0.292390119,0.141649654,0.130635838,0.277606034,0.277612158,0.277616341,0.117265562,0.11032629,0.292582318,0.292589102,0.292593738,0.142013258,0.130977266,0.151959987,0.148159795
1,321,2020,14,1,14,9.5,6.6,0.2,6.5,39.24468866,85.19523052,25,10.64629129,6.9,4.7,1.627589648,1.62779182,1.627916708,0.619102551,0.584225027,1.713196898,1.713420018,1.713557813,0.727045631,0.676137173,1.628727836,1.62893043,1.629055441,0.618149964,0.58327417,1.713875799,1.714099194,1.714237009,0.726798004,0.675821886,0.781698349,0.761609779
1,322,2020,14,1,14,10.5,12.8,0.2,12.7,25.95202225,80.63840377,25,5.938159893,7.4,4.7,3.270032748,3.270786238,3.271251617,1.205195059,1.137289473,3.42396342,3.424787034,3.425295412,1.41598965,1.316923498,3.273142512,3.273897688,3.274363877,1.207953396,1.139908875,3.426035669,3.426860142,3.427369234,1.41957436,1.320289532,1.527360255,1.488049693
1,323,2020,14,1,14,11.5,23.4,0.2,23.3,12.02751347,77.88223208,25,4.666197389,7.9,5.4,6.15246475,6.155405406,6.157078279,2.209577842,2.085160166,6.422265045,6.42546008,6.427277858,2.593663489,2.412113454,6.158029855,6.160974508,6.162651633,2.214520111,2.089827378,6.426066151,6.42926466,6.431085472,2.600080374,2.418121057,2.799198467,2.726971461
1,324,2020,14,1,14,12.5,73.5,9.6,71.4,-2.246215291,77.15488041,25,4.41638736,8.2,4.4,21.08717229,21.11063464,21.12579983,6.593902375,6.231025313,23.23360455,23.26191149,23.28020575,7.51646795,7.002173071,21.10971874,21.13322984,21.14842443,6.611765191,6.247810988,23.24696812,23.27530729,23.29362366,7.539045699,7.023292759,8.203739403,7.995655102
1,325,2020,14,1,14,13.5,167.5,334.2,101,-16.45423749,78.52110119,25,4.910225317,8.8,3.5,36.51274668,36.58583724,36.64372713,9.170152784,8.626975057,95.1479711,95.45868756,95.70472605,10.36688011,9.538371017,36.68884928,36.7625602,36.82086288,9.397991995,8.837868812,95.23490219,95.54627914,95.79287193,10.65334402,9.80500506,11.53323023,11.48324985
0,326,2020,14,1,14,14.5,69.1,26.9,64.3,-30.20778546,81.86045636,25,6.749873342,8.6,2.8,20.30319502,20.31398362,20.32536567,5.856769808,5.516362463,27.02477572,27.04312899,27.06248006,6.829960822,6.254613514,20.45172989,20.46268279,20.47424654,6.03868785,5.689116026,27.09575203,27.11421023,27.13367493,7.031160046,6.447008323,7.552975719,7.515418041
0,327,2020,14,1,14,15.5,27.5,8.8,26.8,-43.28644423,86.90663215,25,14.8331369,7.9,2.7,7.869961951,7.871597821,7.873423302,2.51094286,2.357248214,9.353341449,9.355615246,9.358155768,3.050795747,2.776900798,8.02890963,8.030612422,8.032516665,2.676048199,2.516266619,9.414333311,9.416634545,9.419206603,3.21140326,2.932544525,3.424811617,3.406912346
